customer_id,customer_name,region,end_use,customer_type,city,state,years_as_customer,credit_limit
C01387,Miami Plumbing Works 2,Southeast,Plumbing,Large Commercial,Miami,FL,1,280000
C01388,Johnson General Co 1,West,General Construction,Small Commercial,San Francisco,CA,15,130000
C01389,Quality General Supply,West,General Construction,Small Commercial,Los Angeles,CA,5,90000
C01390,Wilson Painting LLC 1,Southwest,Painting,Large Commercial,Phoenix,AZ,7,290000
C01391,National Plumbing Works,Northeast,Plumbing,Small Business,Newark,NJ,2,20000
C01392,Brown General Group 1,Southwest,General Construction,Large Commercial,Houston,TX,2,220000
C01393,Dynamic Plumbing Enterprises,Northeast,Plumbing,Large Commercial,Buffalo,NY,1,170000
C01394,Taylor & Sons General 2,West,General Construction,Small Commercial,San Jose,CA,3,195000
C01395,Anderson General Inc 3,West,General Construction,Large Commercial,Sacramento,CA,9,435000
C01396,Brown HVAC Inc 1,Southwest,HVAC,Small Commercial,San Antonio,TX,5,170000
C01397,Houston Painting Specialists,Southwest,Painting,Small Business,Houston,TX,11,50000
C01398,Boston Plumbing Experts 1,Northeast,Plumbing,Large Commercial,Boston,MA,14,345000
C01399,Taylor & Sons Painting 2,West,Painting,Large Commercial,Los Angeles,CA,8,195000
C01400,Clark & Sons General,Midwest,General Construction,Large Commercial,Chicago,IL,8,495000
C01401,Tampa Residential Specialists 1,Southeast,Residential Construction,Large Commercial,Tampa,FL,5,465000
C01402,Martinez Plumbing Contractors 1,Northeast,Plumbing,Large Commercial,New York,NY,1,400000
C01403,Premier Painting Inc,Northeast,Painting,Small Commercial,Newark,NJ,6,115000
C01404,Expert Plumbing Contractors 1,West,Plumbing,Small Commercial,Sacramento,CA,6,65000
C01405,Sacramento Flooring Contractors,West,Flooring,Small Commercial,Sacramento,CA,4,110000
C01406,Rodriguez Plumbing Pros,West,Plumbing,Small Business,San Jose,CA,2,25000
C01407,Metro Residential Works,Northeast,Residential Construction,Large Commercial,Boston,MA,5,250000
C01408,Clark Residential Pros 1,West,Residential Construction,Large Commercial,Los Angeles,CA,2,240000
C01409,Buffalo Plumbing Enterprises,Northeast,Plumbing,Large Commercial,Buffalo,NY,4,320000
C01410,Residential Experts 2,Northeast,Residential Construction,Independent Contractor,Providence,RI,12,25000
C01411,Reliable Residential Group,Midwest,Residential Construction,Small Commercial,Detroit,MI,6,190000
C01412,Garcia HVAC LLC,Southeast,HVAC,Small Commercial,Miami,FL,3,90000
C01413,Complete HVAC Solutions,Mid-Atlantic,HVAC,Independent Contractor,Baltimore,MD,8,5000
C01414,Precision Plumbing Works,Southeast,Plumbing,Large Commercial,Orlando,FL,11,285000
C01415,Milwaukee Plumbing Enterprises,Midwest,Plumbing,Large Commercial,Milwaukee,WI,2,160000
C01416,Lee Plumbing Solutions 2,Southwest,Plumbing,Small Commercial,Phoenix,AZ,8,50000
C01417,Roofing Experts 1,Midwest,Roofing,Small Commercial,Cleveland,OH,2,90000
C01418,Boston General Specialists,Northeast,General Construction,Small Commercial,Boston,MA,3,105000
C01419,Garcia Electrical Services,Southeast,Electrical,Independent Contractor,Orlando,FL,12,10000
C01420,Anderson & Sons HVAC,West,HVAC,Large Commercial,Sacramento,CA,11,445000
C01421,Anderson & Sons Plumbing,Mid-Atlantic,Plumbing,Large Commercial,Pittsburgh,PA,6,310000
C01422,San Antonio Residential LLC,Southwest,Residential Construction,Small Commercial,San Antonio,TX,10,130000
C01423,Precision General Experts 2,Northeast,General Construction,Small Commercial,Providence,RI,15,155000
C01424,San Diego Plumbing Contractors 1,West,Plumbing,Small Commercial,San Diego,CA,8,95000
C01425,Summit General Contractors,West,General Construction,Small Commercial,San Jose,CA,14,140000
C01426,Metro Residential Contractors 1,West,Residential Construction,Large Commercial,Sacramento,CA,3,320000
C01427,Baltimore General Pros 1,Mid-Atlantic,General Construction,Independent Contractor,Baltimore,MD,10,10000
C01428,Clark Plumbing Pros 1,Southwest,Plumbing,Small Commercial,Houston,TX,15,65000
C01429,Richmond Electrical Works,Mid-Atlantic,Electrical,Small Commercial,Richmond,VA,7,155000
C01430,Baltimore HVAC Contractors,Mid-Atlantic,HVAC,Independent Contractor,Baltimore,MD,3,35000
C01431,Rodriguez Residential Group 1,Southeast,Residential Construction,Large Commercial,Atlanta,GA,7,375000
C01432,Clark & Sons Plumbing 2,West,Plumbing,Small Business,San Francisco,CA,8,85000
C01433,Spokane General Works 1,Northwest,General Construction,Small Business,Spokane,WA,15,65000
C01434,Milwaukee Plumbing Works,Midwest,Plumbing,Small Commercial,Milwaukee,WI,9,190000
C01435,Martinez General Pros,Southeast,General Construction,Independent Contractor,Atlanta,GA,11,5000
C01436,Metro Plumbing Contractors,Southeast,Plumbing,Large Commercial,Jacksonville,FL,14,165000
C01437,Elite Residential Supply 1,Southwest,Residential Construction,Small Business,Houston,TX,10,100000
C01438,Martinez HVAC Services 2,Northeast,HVAC,Large Commercial,Boston,MA,15,195000
C01439,Phoenix Roofing Inc 1,Southwest,Roofing,Large Commercial,Phoenix,AZ,2,100000
C01440,Los Angeles Plumbing Services,West,Plumbing,Large Commercial,Los Angeles,CA,2,400000
C01441,Davis Plumbing Group 1,West,Plumbing,Small Commercial,San Francisco,CA,14,85000
C01442,Moore Residential Specialists,Midwest,Residential Construction,Small Business,Milwaukee,WI,10,35000
C01443,Miami Residential Group,Southeast,Residential Construction,Large Commercial,Miami,FL,9,445000
C01444,Ultimate Residential Experts,West,Residential Construction,Small Commercial,Sacramento,CA,6,155000
C01445,Clark HVAC Pros,Southwest,HVAC,Large Commercial,San Antonio,TX,3,115000
C01446,Ultimate Electrical Contractors,Southwest,Electrical,Small Commercial,Houston,TX,1,150000
C01447,Taylor Plumbing Experts 1,Northeast,Plumbing,Large Commercial,Providence,RI,5,105000
C01448,Little Rock Plumbing Solutions,South Central,Plumbing,Small Commercial,Little Rock,AR,15,160000
C01449,Jacksonville General Solutions,Southeast,General Construction,Large Commercial,Jacksonville,FL,11,460000
C01450,Professional Residential Pros 1,Southwest,Residential Construction,Independent Contractor,Dallas,TX,8,15000
C01451,Masonry Supply,Southeast,Masonry,Small Business,Jacksonville,FL,3,70000
C01452,Metro Painting LLC 1,Southeast,Painting,Small Business,Jacksonville,FL,14,45000
C01453,Houston Plumbing Enterprises 1,Southwest,Plumbing,Small Business,Houston,TX,13,55000
C01454,Smith Flooring LLC,West,Flooring,Small Commercial,San Diego,CA,10,90000
C01455,Reliable Plumbing Solutions 1,West,Plumbing,Independent Contractor,Los Angeles,CA,2,40000
C01456,Austin Electrical Contractors,Southwest,Electrical,Large Commercial,Austin,TX,8,380000
C01457,New York Residential Pros,Northeast,Residential Construction,Independent Contractor,New York,NY,14,20000
C01458,Summit HVAC LLC,West,HVAC,Small Business,Los Angeles,CA,13,40000
C01459,Superior Masonry Group 1,Mid-Atlantic,Masonry,Small Commercial,Richmond,VA,11,165000
C01460,Wilson & Sons Residential 2,Northwest,Residential Construction,Large Commercial,Spokane,WA,15,455000
C01461,Moore Plumbing Inc,Midwest,Plumbing,Small Commercial,Chicago,IL,10,60000
C01462,Complete Residential Co 1,West,Residential Construction,Large Commercial,San Francisco,CA,6,110000
C01463,Phoenix Residential Contractors 1,Southwest,Residential Construction,Small Commercial,Phoenix,AZ,2,135000
C01464,Electrical Masters 2,Southeast,Electrical,Small Commercial,Jacksonville,FL,15,65000
C01465,Superior HVAC Pros,Southeast,HVAC,Large Commercial,Atlanta,GA,5,225000
C01466,Pioneer General Experts 2,Southwest,General Construction,Large Commercial,Houston,TX,2,460000
C01467,Wilson Painting Supply,Mid-Atlantic,Painting,Large Commercial,Philadelphia,PA,10,150000
C01468,Elite General LLC,Mid-Atlantic,General Construction,Small Commercial,Pittsburgh,PA,8,130000
C01469,Phoenix Plumbing LLC 1,Southwest,Plumbing,Small Commercial,Phoenix,AZ,15,55000
C01470,Anderson Plumbing Specialists,West,Plumbing,Small Business,San Diego,CA,12,20000
C01471,Taylor Painting Group,Southeast,Painting,Independent Contractor,Miami,FL,7,35000
C01472,Pioneer Plumbing Services 3,Southeast,Plumbing,Large Commercial,Miami,FL,2,475000
C01473,Precision Landscaping Supply 1,West,Landscaping,Independent Contractor,Sacramento,CA,4,5000
C01474,Garcia & Sons Plumbing 1,West,Plumbing,Large Commercial,San Diego,CA,10,255000
C01475,Anderson Electrical Inc,South Central,Electrical,Small Commercial,Tulsa,OK,11,60000
C01476,San Francisco Residential Experts 1,West,Residential Construction,Small Commercial,San Francisco,CA,12,95000
C01477,Taylor & Sons HVAC 1,Northwest,HVAC,Small Commercial,Boise,ID,9,130000
C01478,Smith & Sons Painting 1,West,Painting,Independent Contractor,San Jose,CA,4,15000
C01479,National Residential Supply 1,Midwest,Residential Construction,Small Commercial,Milwaukee,WI,14,175000
C01480,Moore HVAC LLC 1,West,HVAC,Small Commercial,San Diego,CA,5,90000
C01481,Johnson General Pros 2,Southeast,General Construction,Large Commercial,Atlanta,GA,7,380000
C01482,Rodriguez Painting LLC,West,Painting,Large Commercial,San Diego,CA,11,295000
C01483,Superior General Supply 3,West,General Construction,Small Business,San Jose,CA,14,85000
C01484,Taylor General Specialists,Mid-Atlantic,General Construction,Small Business,Philadelphia,PA,5,90000
C01485,Davis Carpentry Supply 1,Southeast,Carpentry,Small Business,Jacksonville,FL,15,55000
C01486,Los Angeles Residential Enterprises 1,West,Residential Construction,Small Business,Los Angeles,CA,9,65000
C01487,Anderson & Sons General 1,Southwest,General Construction,Small Business,San Antonio,TX,5,20000
C01488,San Francisco HVAC Experts 1,West,HVAC,Small Commercial,San Francisco,CA,8,50000
C01489,Anderson General Co,Southeast,General Construction,Small Commercial,Tampa,FL,4,115000
C01490,Expert Residential Group 1,West,Residential Construction,Small Business,Los Angeles,CA,5,60000
C01491,San Antonio General Group,Southwest,General Construction,Large Commercial,San Antonio,TX,14,495000
C01492,Reliable General Specialists,Northeast,General Construction,Small Business,New York,NY,9,90000
C01493,Miami Electrical LLC,Southeast,Electrical,Independent Contractor,Miami,FL,12,25000
C01494,Complete HVAC Services 1,Northwest,HVAC,Small Commercial,Seattle,WA,6,65000
C01495,Moore & Sons General 2,West,General Construction,Small Business,Sacramento,CA,14,85000
C01496,Superior Residential Works,West,Residential Construction,Large Commercial,Sacramento,CA,13,330000
C01497,Lee HVAC Works,Southwest,HVAC,Small Commercial,San Antonio,TX,1,75000
C01498,Phoenix General Enterprises 1,Southwest,General Construction,Small Business,Phoenix,AZ,6,100000
C01499,Moore Electrical Works 1,Northeast,Electrical,Independent Contractor,Providence,RI,1,15000
C01500,General Masters 2,Southwest,General Construction,Large Commercial,Houston,TX,7,440000
C01501,Providence General Works 3,Northeast,General Construction,Small Business,Providence,RI,5,55000
C01502,Pioneer Residential Experts 1,Southwest,Residential Construction,Small Commercial,Phoenix,AZ,12,200000
C01503,National General Specialists 1,Mid-Atlantic,General Construction,Small Commercial,Richmond,VA,8,145000
C01504,San Antonio Residential Co,Southwest,Residential Construction,Small Business,San Antonio,TX,4,85000
C01505,Smith & Sons Electrical 1,Northeast,Electrical,Small Commercial,New York,NY,2,115000
C01506,Orlando Electrical Group,Southeast,Electrical,Small Commercial,Orlando,FL,15,120000
C01507,Taylor Painting Inc 1,West,Painting,Small Commercial,Los Angeles,CA,3,185000
C01508,Sacramento General Inc,West,General Construction,Small Business,Sacramento,CA,3,100000
C01509,Pittsburgh Painting Pros,Mid-Atlantic,Painting,Small Commercial,Pittsburgh,PA,12,135000
C01510,Metro General Inc 2,Southwest,General Construction,Small Commercial,Phoenix,AZ,12,195000
C01511,Taylor Painting Pros,Southwest,Painting,Small Business,San Antonio,TX,5,95000
C01512,Roofing Pros,Northeast,Roofing,Independent Contractor,New York,NY,2,15000
C01513,Clark HVAC Solutions,Mid-Atlantic,HVAC,Small Business,Richmond,VA,8,45000
C01514,Garcia Residential LLC 1,Southeast,Residential Construction,Independent Contractor,Jacksonville,FL,10,35000
C01515,Summit Painting Pros 1,Southwest,Painting,Independent Contractor,San Antonio,TX,9,25000
C01516,Lee & Sons Painting,Southeast,Painting,Large Commercial,Jacksonville,FL,3,175000
C01517,San Antonio Plumbing Contractors,Southwest,Plumbing,Large Commercial,San Antonio,TX,15,265000
C01518,Summit Residential Co 1,South Central,Residential Construction,Small Business,Oklahoma City,OK,14,100000
C01519,Chicago Electrical LLC 1,Midwest,Electrical,Large Commercial,Chicago,IL,8,115000
C01520,Rodriguez Electrical Group,Southwest,Electrical,Small Commercial,Phoenix,AZ,14,120000
C01521,Expert Roofing Pros,Southwest,Roofing,Independent Contractor,Houston,TX,8,25000
C01522,National Residential Enterprises,West,Residential Construction,Independent Contractor,San Diego,CA,2,20000
C01523,Anderson Residential Supply 1,Northeast,Residential Construction,Small Commercial,Buffalo,NY,9,155000
C01524,Certified General Solutions,Midwest,General Construction,Small Commercial,Cleveland,OH,4,180000
C01525,Pioneer HVAC Group,Southeast,HVAC,Small Business,Miami,FL,10,80000
C01526,Baltimore HVAC Experts 1,Mid-Atlantic,HVAC,Large Commercial,Baltimore,MD,14,215000
C01527,Certified General Supply,Northeast,General Construction,Large Commercial,Buffalo,NY,12,235000
C01528,Los Angeles Plumbing LLC 1,West,Plumbing,Small Business,Los Angeles,CA,7,60000
C01529,Providence Residential Contractors 2,Northeast,Residential Construction,Small Business,Providence,RI,14,55000
C01530,Wilson Plumbing Solutions,Mid-Atlantic,Plumbing,Small Business,Pittsburgh,PA,9,95000
C01531,Garcia General Services 1,Southwest,General Construction,Independent Contractor,Dallas,TX,11,35000
C01532,National Painting Supply,West,Painting,Small Business,Sacramento,CA,7,40000
C01533,Rapid Plumbing Contractors 1,Midwest,Plumbing,Small Business,Indianapolis,IN,9,50000
C01534,Clark & Sons General 1,Mid-Atlantic,General Construction,Small Business,Pittsburgh,PA,7,90000
C01535,Taylor General Services,Southeast,General Construction,Small Commercial,Atlanta,GA,6,150000
C01536,Cleveland Plumbing Works,Midwest,Plumbing,Small Commercial,Cleveland,OH,15,75000
C01537,Precision Electrical Enterprises 2,Southeast,Electrical,Small Business,Miami,FL,7,30000
C01538,Certified Painting Services 1,Midwest,Painting,Independent Contractor,Cleveland,OH,6,20000
C01539,Thomas & Sons Roofing,South Central,Roofing,Large Commercial,Kansas City,MO,3,335000
C01540,Dallas Electrical LLC,Southwest,Electrical,Independent Contractor,Dallas,TX,1,5000
C01541,Thomas General Experts,Midwest,General Construction,Small Commercial,Milwaukee,WI,1,75000
C01542,Houston Residential LLC,Southwest,Residential Construction,Small Business,Houston,TX,5,35000
C01543,Indianapolis HVAC Supply,Midwest,HVAC,Small Commercial,Indianapolis,IN,15,90000
C01544,Philadelphia General Inc 2,Mid-Atlantic,General Construction,Small Commercial,Philadelphia,PA,12,140000
C01545,Rapid Electrical Contractors 2,Midwest,Electrical,Small Commercial,Detroit,MI,8,80000
C01546,Pioneer Plumbing Pros 1,West,Plumbing,Small Commercial,San Francisco,CA,9,90000
C01547,Johnson Plumbing Experts,Southeast,Plumbing,Small Commercial,Jacksonville,FL,12,110000
C01548,Thomas Plumbing Services 1,Northwest,Plumbing,Large Commercial,Seattle,WA,8,335000
C01549,Elite HVAC Co 1,Southeast,HVAC,Small Commercial,Miami,FL,3,80000
C01550,Prime Electrical Pros,Mid-Atlantic,Electrical,Small Commercial,Pittsburgh,PA,10,180000
C01551,Professional Carpentry Contractors,Southeast,Carpentry,Large Commercial,Jacksonville,FL,7,295000
C01552,Moore General LLC 1,Midwest,General Construction,Small Commercial,Detroit,MI,5,160000
C01553,Garcia Plumbing Specialists,West,Plumbing,Small Business,San Francisco,CA,4,70000
C01554,Elite Plumbing Pros,Southeast,Plumbing,Small Business,Tampa,FL,12,30000
C01555,Moore Residential Inc 1,Southwest,Residential Construction,Small Business,Houston,TX,1,85000
C01556,Johnson Plumbing Contractors 1,Southeast,Plumbing,Large Commercial,Jacksonville,FL,2,375000
C01557,Little Rock Plumbing Group 2,South Central,Plumbing,Small Commercial,Little Rock,AR,5,130000
C01558,Davis & Sons Roofing 1,Northeast,Roofing,Small Commercial,Providence,RI,8,80000
C01559,Smith Residential LLC 2,Mid-Atlantic,Residential Construction,Small Business,Baltimore,MD,5,50000
C01560,Complete Plumbing Experts 1,West,Plumbing,Small Commercial,Los Angeles,CA,10,75000
C01561,Summit Residential Contractors,West,Residential Construction,Small Commercial,San Francisco,CA,5,180000
C01562,Electrical Experts 1,Mid-Atlantic,Electrical,Independent Contractor,Pittsburgh,PA,15,25000
C01563,Orlando General Inc,Southeast,General Construction,Small Business,Orlando,FL,12,50000
C01564,Phoenix Electrical Enterprises,Southwest,Electrical,Large Commercial,Phoenix,AZ,9,475000
C01565,Painting Masters 2,Northeast,Painting,Small Business,Newark,NJ,15,95000
C01566,Complete Residential Group,West,Residential Construction,Large Commercial,Los Angeles,CA,3,205000
C01567,Clark Painting Specialists 1,Southeast,Painting,Large Commercial,Miami,FL,8,305000
C01568,Clark Residential Enterprises,Southwest,Residential Construction,Small Business,Houston,TX,7,95000
C01569,Austin Painting Specialists 1,Southwest,Painting,Small Business,Austin,TX,14,60000
C01570,Taylor Electrical Enterprises,Northeast,Electrical,Small Commercial,Newark,NJ,5,155000
C01571,Sacramento HVAC LLC,West,HVAC,Small Commercial,Sacramento,CA,14,105000
C01572,Cleveland Flooring Works,Midwest,Flooring,Small Commercial,Cleveland,OH,9,190000
C01573,Tulsa Painting Supply,South Central,Painting,Small Commercial,Tulsa,OK,1,80000
C01574,Lee & Sons Residential 2,Southeast,Residential Construction,Large Commercial,Jacksonville,FL,9,105000
C01575,Ultimate HVAC LLC 2,Northeast,HVAC,Small Commercial,Boston,MA,14,160000
C01576,Taylor Plumbing Specialists,Mid-Atlantic,Plumbing,Large Commercial,Pittsburgh,PA,13,445000
C01577,Chicago Painting Supply 1,Midwest,Painting,Large Commercial,Chicago,IL,12,210000
C01578,Metro General Experts,Mid-Atlantic,General Construction,Small Commercial,Baltimore,MD,11,160000
C01579,Los Angeles Plumbing Specialists,West,Plumbing,Small Commercial,Los Angeles,CA,10,165000
C01580,Rodriguez & Sons Roofing 1,West,Roofing,Large Commercial,San Jose,CA,1,355000
C01581,Houston General Experts 2,Southwest,General Construction,Large Commercial,Houston,TX,1,275000
C01582,Superior Painting Experts 2,Northeast,Painting,Large Commercial,Providence,RI,10,155000
C01583,Reliable General Solutions 1,Southeast,General Construction,Large Commercial,Tampa,FL,10,500000
C01584,Pioneer General Contractors 1,Northwest,General Construction,Large Commercial,Portland,OR,14,220000
C01585,Taylor Residential Contractors,Midwest,Residential Construction,Large Commercial,Detroit,MI,3,275000
C01586,San Jose Painting Contractors,West,Painting,Large Commercial,San Jose,CA,15,225000
C01587,Lee Residential Inc,West,Residential Construction,Small Business,San Jose,CA,8,75000
C01588,Atlanta Carpentry LLC 1,Southeast,Carpentry,Small Business,Atlanta,GA,14,80000
C01589,Taylor & Sons Residential 2,West,Residential Construction,Small Business,San Francisco,CA,9,60000
C01590,Lee Residential LLC,West,Residential Construction,Large Commercial,San Diego,CA,15,170000
C01591,Anderson Plumbing Works 2,Southeast,Plumbing,Large Commercial,Orlando,FL,15,120000
C01592,Reliable HVAC Pros,Southwest,HVAC,Small Commercial,Houston,TX,8,100000
C01593,Expert Residential Enterprises 2,Southwest,Residential Construction,Small Commercial,Houston,TX,10,120000
C01594,Moore Flooring Services,Southeast,Flooring,Small Commercial,Tampa,FL,5,165000
C01595,Lee Plumbing LLC,Southwest,Plumbing,Small Business,Phoenix,AZ,15,55000
C01596,Thomas General Contractors,Midwest,General Construction,Small Commercial,Milwaukee,WI,10,110000
C01597,Orlando Plumbing Specialists 3,Southeast,Plumbing,Large Commercial,Orlando,FL,6,130000
C01598,Davis & Sons Carpentry,Northwest,Carpentry,Large Commercial,Boise,ID,7,205000
C01599,Orlando Residential Pros 2,Southeast,Residential Construction,Large Commercial,Orlando,FL,2,255000
C01600,Professional Masonry Group,West,Masonry,Small Commercial,San Francisco,CA,6,65000
C01601,Anderson HVAC Pros,Southeast,HVAC,Large Commercial,Tampa,FL,14,395000
C01602,Boston Painting Pros 1,Northeast,Painting,Large Commercial,Boston,MA,13,305000
C01603,Davis & Sons Electrical 1,Mid-Atlantic,Electrical,Small Commercial,Pittsburgh,PA,11,165000
C01604,Seattle Residential Enterprises,Northwest,Residential Construction,Small Business,Seattle,WA,4,75000
C01605,Pioneer General Group 1,Southwest,General Construction,Small Business,Austin,TX,8,50000
C01606,San Jose Plumbing Pros 1,West,Plumbing,Large Commercial,San Jose,CA,3,280000
C01607,Anderson General Co 1,Southwest,General Construction,Small Commercial,San Antonio,TX,14,65000
C01608,Reliable Painting Solutions 1,Southeast,Painting,Small Business,Miami,FL,3,100000
C01609,Clark General Enterprises,Southwest,General Construction,Small Commercial,San Antonio,TX,1,95000
C01610,Taylor Electrical Solutions 1,Southeast,Electrical,Small Commercial,Miami,FL,14,135000
C01611,Prime Residential LLC 1,Northwest,Residential Construction,Small Commercial,Seattle,WA,6,200000
C01612,Clark Residential LLC 1,Mid-Atlantic,Residential Construction,Small Business,Richmond,VA,8,65000
C01613,Complete Plumbing Specialists,West,Plumbing,Small Commercial,Sacramento,CA,6,90000
C01614,Carpentry Supply,Southeast,Carpentry,Large Commercial,Atlanta,GA,3,285000
C01615,Complete Plumbing Inc 1,Southwest,Plumbing,Small Commercial,Houston,TX,6,165000
C01616,Sacramento Residential Supply 1,West,Residential Construction,Large Commercial,Sacramento,CA,3,415000
C01617,Johnson Painting Inc 2,Southeast,Painting,Small Commercial,Atlanta,GA,6,105000
C01618,Advanced Roofing Co,West,Roofing,Small Business,San Francisco,CA,12,30000
C01619,Reliable Painting Supply,Southwest,Painting,Small Commercial,Phoenix,AZ,5,165000
C01620,Boston Plumbing Works,Northeast,Plumbing,Large Commercial,Boston,MA,5,290000
C01621,National Residential Works,Northeast,Residential Construction,Small Business,Providence,RI,8,50000
C01622,Complete Residential Pros 2,Midwest,Residential Construction,Independent Contractor,Indianapolis,IN,15,15000
C01623,Buffalo General LLC,Northeast,General Construction,Small Commercial,Buffalo,NY,13,115000
C01624,Buffalo Residential Services 2,Northeast,Residential Construction,Small Commercial,Buffalo,NY,1,160000
C01625,Electrical Supply 2,Southwest,Electrical,Small Commercial,Houston,TX,9,110000
C01626,Moore & Sons General 1,Southeast,General Construction,Small Commercial,Jacksonville,FL,8,70000
C01627,Tampa Residential Specialists,Southeast,Residential Construction,Small Business,Tampa,FL,7,60000
C01628,Rodriguez General Solutions,Southwest,General Construction,Small Business,Austin,TX,2,50000
C01629,Johnson Painting Group 2,Midwest,Painting,Small Commercial,Milwaukee,WI,10,140000
C01630,Thomas Electrical LLC,West,Electrical,Small Commercial,San Jose,CA,13,95000
C01631,Wilson Residential Inc 1,Southeast,Residential Construction,Small Commercial,Tampa,FL,2,110000
C01632,Rodriguez Electrical Pros 1,West,Electrical,Small Commercial,Los Angeles,CA,6,170000
C01633,Anderson & Sons Residential,West,Residential Construction,Small Commercial,San Francisco,CA,2,155000
C01634,Richmond Plumbing Pros 1,Mid-Atlantic,Plumbing,Small Business,Richmond,VA,8,90000
C01635,Anderson Residential Group 2,Southwest,Residential Construction,Large Commercial,San Antonio,TX,11,160000
C01636,San Antonio Painting Specialists,Southwest,Painting,Small Commercial,San Antonio,TX,1,145000
C01637,Complete Electrical Works,Southwest,Electrical,Small Commercial,Austin,TX,12,115000
C01638,Boise Electrical Works,Northwest,Electrical,Small Commercial,Boise,ID,11,125000
C01639,Rodriguez General Co 1,Northeast,General Construction,Independent Contractor,Buffalo,NY,14,20000
C01640,Detroit Plumbing Group,Midwest,Plumbing,Small Commercial,Detroit,MI,8,195000
C01641,Summit Painting Works 1,Northeast,Painting,Large Commercial,New York,NY,8,390000
C01642,Complete Plumbing Solutions 2,Southwest,Plumbing,Small Commercial,Austin,TX,14,195000
C01643,Precision Plumbing Supply,Mid-Atlantic,Plumbing,Independent Contractor,Baltimore,MD,1,35000
C01644,Lee Painting Supply,Mid-Atlantic,Painting,Large Commercial,Pittsburgh,PA,9,175000
C01645,Expert HVAC Experts,Northeast,HVAC,Small Business,Providence,RI,14,25000
C01646,National Roofing Pros,Southwest,Roofing,Independent Contractor,San Antonio,TX,12,40000
C01647,Miami General Solutions 2,Southeast,General Construction,Large Commercial,Miami,FL,7,315000
C01648,Expert Plumbing Supply 2,West,Plumbing,Large Commercial,San Diego,CA,8,255000
C01649,Garcia Residential Enterprises,Midwest,Residential Construction,Small Business,Cleveland,OH,8,60000
C01650,Jacksonville General Group,Southeast,General Construction,Independent Contractor,Jacksonville,FL,9,25000
C01651,San Jose Electrical Works 1,West,Electrical,Small Commercial,San Jose,CA,11,95000
C01652,Tampa HVAC Supply,Southeast,HVAC,Small Commercial,Tampa,FL,13,160000
C01653,San Francisco Residential LLC 1,West,Residential Construction,Small Commercial,San Francisco,CA,14,80000
C01654,Electrical Experts 2,Southeast,Electrical,Large Commercial,Orlando,FL,8,495000
C01655,Rodriguez & Sons HVAC 1,Mid-Atlantic,HVAC,Large Commercial,Richmond,VA,6,340000
C01656,Pittsburgh HVAC Experts 1,Mid-Atlantic,HVAC,Large Commercial,Pittsburgh,PA,15,340000
C01657,Los Angeles Painting Group 1,West,Painting,Large Commercial,Los Angeles,CA,5,485000
C01658,Wilson HVAC Specialists 1,Midwest,HVAC,Large Commercial,Chicago,IL,15,105000
C01659,Milwaukee Residential Solutions,Midwest,Residential Construction,Independent Contractor,Milwaukee,WI,11,5000
C01660,Dynamic Painting Co,Southwest,Painting,Small Commercial,Houston,TX,9,185000
C01661,Chicago General Services 1,Midwest,General Construction,Small Commercial,Chicago,IL,5,175000
C01662,Residential Supply 2,Northeast,Residential Construction,Small Business,New York,NY,2,50000
C01663,Boston General Services 1,Northeast,General Construction,Small Business,Boston,MA,4,95000
C01664,Summit General Experts,Southeast,General Construction,Small Commercial,Jacksonville,FL,2,120000
C01665,Ultimate General Pros 3,West,General Construction,Small Business,San Diego,CA,14,35000
C01666,Newark Masonry Works,Northeast,Masonry,Small Business,Newark,NJ,13,90000
C01667,Anderson Landscaping Group 1,South Central,Landscaping,Small Commercial,Little Rock,AR,6,130000
C01668,Lee & Sons HVAC 2,Southeast,HVAC,Small Commercial,Atlanta,GA,11,135000
C01669,Tampa General Experts,Southeast,General Construction,Independent Contractor,Tampa,FL,1,30000
C01670,Pittsburgh Plumbing Inc,Mid-Atlantic,Plumbing,Large Commercial,Pittsburgh,PA,13,375000
C01671,Boston Plumbing Enterprises 1,Northeast,Plumbing,Small Commercial,Boston,MA,2,170000
C01672,Rapid Plumbing Works 2,Southwest,Plumbing,Small Commercial,Phoenix,AZ,4,140000
C01673,Thomas Residential Group,Northeast,Residential Construction,Large Commercial,Buffalo,NY,14,200000
C01674,Anderson Painting Works,Northeast,Painting,Small Business,New York,NY,13,85000
C01675,Moore Residential Contractors,Midwest,Residential Construction,Small Commercial,Cleveland,OH,6,70000
C01676,Lee Landscaping Pros,Southwest,Landscaping,Small Commercial,Phoenix,AZ,10,110000
C01677,Quality Carpentry Solutions,Midwest,Carpentry,Small Commercial,Chicago,IL,11,175000
C01678,Summit Carpentry Services,West,Carpentry,Small Commercial,Sacramento,CA,11,160000
C01679,Thomas General Pros,Southwest,General Construction,Small Commercial,Phoenix,AZ,6,135000
C01680,Pioneer Residential Group 2,Southeast,Residential Construction,Small Business,Orlando,FL,6,95000
C01681,Taylor General Supply,Northwest,General Construction,Independent Contractor,Spokane,WA,8,20000
C01682,Elite Electrical LLC,Southwest,Electrical,Small Commercial,Austin,TX,11,100000
C01683,Superior Plumbing Enterprises 1,Southwest,Plumbing,Small Commercial,Phoenix,AZ,12,115000
C01684,Brown Electrical Solutions 2,Midwest,Electrical,Small Commercial,Detroit,MI,10,135000
